id,date_key,product_key,store_key,cashier_key,promotion_key,payment_method_key,transaction_id,sales_quantity,regular_unit_price,unit_cost,discount_unit_price,net_unit_price,extended_discount_amount,extended_sales_amount,extended_cost_amount,extended_gross_profit_amount,extended_gross_margin_amount
1774,20240506,44,6,12,1,2,1,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1775,20240506,41,9,18,10,4,1,4,12000.00,8400.00,1440.00,10560.00,5760.00,42240.00,33600.00,8640.00,0.20
1776,20240506,48,15,30,1,2,1,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
1777,20240506,49,18,35,8,2,1,6,12000.00,8400.00,1440.00,10560.00,8640.00,63360.00,50400.00,12960.00,0.20
1778,20240506,2,1,1,1,3,2,2,30000.00,29400.00,0.00,30000.00,0.00,60000.00,58800.00,1200.00,0.02
1779,20240506,41,8,16,10,1,2,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
1780,20240506,33,14,28,10,2,2,1,8400.00,3560.00,1008.00,7392.00,1008.00,7392.00,3560.00,3832.00,0.52
1781,20240506,22,11,21,1,4,2,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
1782,20240507,26,7,13,1,4,0,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
1783,20240507,9,14,27,3,1,0,7,30000.00,25000.00,3600.00,26400.00,25200.00,184800.00,175000.00,9800.00,0.05
1784,20240507,49,11,22,5,7,0,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
1785,20240507,10,19,37,1,2,1,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1786,20240507,20,16,32,1,2,1,3,28600.00,28000.00,0.00,28600.00,0.00,85800.00,84000.00,1800.00,0.02
1787,20240507,10,10,20,1,3,1,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1788,20240507,22,3,6,1,7,1,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1789,20240507,28,13,25,1,2,2,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
1790,20240507,7,10,20,8,3,2,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
1791,20240507,9,8,15,2,1,2,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
1792,20240507,16,12,24,1,3,2,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1793,20240508,48,17,33,1,6,0,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1794,20240508,8,8,15,1,2,0,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
1795,20240508,6,2,3,1,2,0,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
1796,20240508,16,4,7,1,2,0,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1797,20240508,16,17,33,1,4,1,4,42000.00,41400.00,0.00,42000.00,0.00,168000.00,165600.00,2400.00,0.01
1798,20240508,5,15,30,4,8,1,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
1799,20240508,32,14,28,1,2,2,1,27400.00,20660.00,0.00,27400.00,0.00,27400.00,20660.00,6740.00,0.25
1800,20240508,41,15,29,10,6,2,4,12000.00,8400.00,1440.00,10560.00,5760.00,42240.00,33600.00,8640.00,0.20
1801,20240508,20,17,34,1,4,2,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1802,20240508,9,15,30,6,7,2,4,30000.00,25000.00,3600.00,26400.00,14400.00,105600.00,100000.00,5600.00,0.05
1803,20240508,12,16,31,1,3,2,4,42000.00,41400.00,0.00,42000.00,0.00,168000.00,165600.00,2400.00,0.01
1804,20240508,44,4,7,1,2,3,2,12000.00,8400.00,0.00,12000.00,0.00,24000.00,16800.00,7200.00,0.30
1805,20240508,24,8,16,1,3,3,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
1806,20240508,43,4,7,2,1,3,6,12000.00,8400.00,1440.00,10560.00,8640.00,63360.00,50400.00,12960.00,0.20
1807,20240508,7,14,28,8,3,3,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
1808,20240509,31,4,8,7,2,0,5,8400.00,3560.00,1008.00,7392.00,5040.00,36960.00,17800.00,19160.00,0.52
1809,20240509,25,5,9,4,3,0,1,26000.00,19400.00,3120.00,22880.00,3120.00,22880.00,19400.00,3480.00,0.15
1810,20240509,27,13,25,7,4,0,3,26000.00,19400.00,3120.00,22880.00,9360.00,68640.00,58200.00,10440.00,0.15
1811,20240509,13,2,4,10,1,1,7,42000.00,35200.00,5040.00,36960.00,35280.00,258720.00,246400.00,12320.00,0.05
1812,20240509,17,7,13,6,7,1,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
1813,20240509,45,6,11,10,2,1,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
1814,20240509,25,14,27,2,2,1,6,26000.00,19400.00,3120.00,22880.00,18720.00,137280.00,116400.00,20880.00,0.15
1815,20240509,25,16,31,5,2,1,3,26000.00,19400.00,3120.00,22880.00,9360.00,68640.00,58200.00,10440.00,0.15
1816,20240509,10,20,39,1,2,2,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
1817,20240509,47,10,20,5,2,2,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
1818,20240510,25,13,26,4,2,0,1,26000.00,19400.00,3120.00,22880.00,3120.00,22880.00,19400.00,3480.00,0.15
1819,20240510,16,2,4,1,1,0,4,42000.00,41400.00,0.00,42000.00,0.00,168000.00,165600.00,2400.00,0.01
1820,20240510,44,15,30,1,2,0,2,12000.00,8400.00,0.00,12000.00,0.00,24000.00,16800.00,7200.00,0.30
1821,20240510,37,1,2,2,8,0,4,8400.00,5880.00,1008.00,7392.00,4032.00,29568.00,23520.00,6048.00,0.20
1822,20240510,20,9,18,1,5,1,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1823,20240510,36,7,13,1,2,1,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
1824,20240510,19,3,5,5,5,1,1,42000.00,35200.00,5040.00,36960.00,5040.00,36960.00,35200.00,1760.00,0.05
1825,20240510,45,1,1,3,6,1,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
1826,20240510,40,17,34,1,4,1,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1827,20240510,50,2,3,1,3,2,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
1828,20240510,2,2,4,1,3,2,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
1829,20240510,12,13,25,1,8,2,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1830,20240511,20,12,24,1,3,0,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1831,20240511,41,9,17,6,8,0,7,12000.00,8400.00,1440.00,10560.00,10080.00,73920.00,58800.00,15120.00,0.20
1832,20240511,46,17,34,1,3,0,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
1833,20240511,23,16,31,6,1,0,1,26000.00,21600.00,3120.00,22880.00,3120.00,22880.00,21600.00,1280.00,0.06
1834,20240511,35,15,30,5,6,1,2,8400.00,3560.00,1008.00,7392.00,2016.00,14784.00,7120.00,7664.00,0.52
1835,20240511,20,16,32,1,3,1,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
1836,20240511,24,2,3,1,3,1,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
1837,20240511,29,11,21,8,3,1,4,26000.00,19400.00,3120.00,22880.00,12480.00,91520.00,77600.00,13920.00,0.15
1838,20240511,44,15,30,1,5,2,2,12000.00,8400.00,0.00,12000.00,0.00,24000.00,16800.00,7200.00,0.30
1839,20240511,2,9,17,1,8,2,3,30000.00,29400.00,0.00,30000.00,0.00,90000.00,88200.00,1800.00,0.02
1840,20240511,22,4,8,1,2,2,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
1841,20240511,35,16,31,9,3,3,5,8400.00,3560.00,1008.00,7392.00,5040.00,36960.00,17800.00,19160.00,0.52
1842,20240511,49,5,10,6,3,3,2,12000.00,8400.00,1440.00,10560.00,2880.00,21120.00,16800.00,4320.00,0.20
1843,20240511,43,2,3,5,1,3,7,12000.00,8400.00,1440.00,10560.00,10080.00,73920.00,58800.00,15120.00,0.20
1844,20240511,35,1,2,2,2,3,6,8400.00,3560.00,1008.00,7392.00,6048.00,44352.00,21360.00,22992.00,0.52
1845,20240512,40,19,37,1,5,0,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1846,20240512,39,9,17,8,5,0,4,8400.00,5880.00,1008.00,7392.00,4032.00,29568.00,23520.00,6048.00,0.20
1847,20240512,14,11,22,1,8,0,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1848,20240512,17,6,12,6,1,0,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
1849,20240512,13,7,13,9,2,0,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
1850,20240512,11,13,26,4,7,1,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
1851,20240512,22,12,23,1,3,1,1,28600.00,28000.00,0.00,28600.00,0.00,28600.00,28000.00,600.00,0.02
1852,20240512,25,11,22,10,3,1,7,26000.00,19400.00,3120.00,22880.00,21840.00,160160.00,135800.00,24360.00,0.15
1853,20240512,5,5,10,6,2,1,1,30000.00,25000.00,3600.00,26400.00,3600.00,26400.00,25000.00,1400.00,0.05
1854,20240512,34,19,38,1,7,1,3,27400.00,20660.00,0.00,27400.00,0.00,82200.00,61980.00,20220.00,0.25
1855,20240512,4,8,16,1,3,1,3,30000.00,29400.00,0.00,30000.00,0.00,90000.00,88200.00,1800.00,0.02
1856,20240512,7,6,11,3,2,2,1,30000.00,25000.00,3600.00,26400.00,3600.00,26400.00,25000.00,1400.00,0.05
1857,20240512,44,10,20,1,2,2,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1858,20240512,23,2,3,2,2,2,3,26000.00,21600.00,3120.00,22880.00,9360.00,68640.00,64800.00,3840.00,0.06
1859,20240512,37,3,6,10,5,2,2,8400.00,5880.00,1008.00,7392.00,2016.00,14784.00,11760.00,3024.00,0.20
1860,20240512,23,19,38,8,8,2,6,26000.00,21600.00,3120.00,22880.00,18720.00,137280.00,129600.00,7680.00,0.06
1861,20240512,5,8,15,4,1,2,7,30000.00,25000.00,3600.00,26400.00,25200.00,184800.00,175000.00,9800.00,0.05
1862,20240513,20,2,3,1,2,0,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1863,20240513,43,13,25,9,7,0,6,12000.00,8400.00,1440.00,10560.00,8640.00,63360.00,50400.00,12960.00,0.20
1864,20240513,47,16,31,9,3,0,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
1865,20240513,23,2,3,9,3,1,2,26000.00,21600.00,3120.00,22880.00,6240.00,45760.00,43200.00,2560.00,0.06
1866,20240513,16,4,7,1,3,1,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1867,20240513,11,17,34,2,2,1,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
1868,20240513,19,6,11,2,1,1,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
1869,20240513,21,19,38,10,4,2,5,26000.00,21600.00,3120.00,22880.00,15600.00,114400.00,108000.00,6400.00,0.06
1870,20240513,11,16,32,5,1,2,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
1871,20240513,17,8,15,10,1,2,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
1872,20240513,19,7,14,4,3,3,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
1873,20240513,26,8,16,1,2,3,3,28600.00,21740.00,0.00,28600.00,0.00,85800.00,65220.00,20580.00,0.24
1874,20240513,12,13,25,1,4,3,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
1875,20240513,48,6,11,1,1,3,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
1876,20240514,45,14,28,2,3,0,7,12000.00,8400.00,1440.00,10560.00,10080.00,73920.00,58800.00,15120.00,0.20
1877,20240514,25,7,14,4,7,0,3,26000.00,19400.00,3120.00,22880.00,9360.00,68640.00,58200.00,10440.00,0.15
1878,20240514,9,19,37,5,5,0,4,30000.00,25000.00,3600.00,26400.00,14400.00,105600.00,100000.00,5600.00,0.05
1879,20240514,46,4,7,1,3,0,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
1880,20240514,24,16,31,1,2,0,4,28600.00,21740.00,0.00,28600.00,0.00,114400.00,86960.00,27440.00,0.24
1881,20240514,20,12,23,1,2,1,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1882,20240514,28,9,17,1,6,1,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
1883,20240514,46,4,8,1,3,1,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1884,20240514,30,17,34,1,7,1,1,27400.00,20660.00,0.00,27400.00,0.00,27400.00,20660.00,6740.00,0.25
1885,20240514,2,16,31,1,2,1,2,30000.00,29400.00,0.00,30000.00,0.00,60000.00,58800.00,1200.00,0.02
1886,20240514,26,4,8,1,2,2,1,28600.00,21740.00,0.00,28600.00,0.00,28600.00,21740.00,6860.00,0.24
1887,20240514,17,15,29,6,7,2,4,42000.00,35200.00,5040.00,36960.00,20160.00,147840.00,140800.00,7040.00,0.05
1888,20240514,26,2,4,1,2,2,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
1889,20240515,28,20,40,1,1,0,1,28600.00,21740.00,0.00,28600.00,0.00,28600.00,21740.00,6860.00,0.24
1890,20240515,8,2,4,1,2,0,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
1891,20240515,22,4,8,1,3,0,1,28600.00,28000.00,0.00,28600.00,0.00,28600.00,28000.00,600.00,0.02
1892,20240515,14,16,31,1,3,0,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
1893,20240515,17,15,29,3,6,0,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
1894,20240515,17,15,29,3,7,1,1,42000.00,35200.00,5040.00,36960.00,5040.00,36960.00,35200.00,1760.00,0.05
1895,20240515,39,12,24,7,2,1,6,8400.00,5880.00,1008.00,7392.00,6048.00,44352.00,35280.00,9072.00,0.20
1896,20240516,18,14,28,1,1,0,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
1897,20240516,35,4,8,8,3,0,4,8400.00,3560.00,1008.00,7392.00,4032.00,29568.00,14240.00,15328.00,0.52
1898,20240516,29,11,21,6,2,0,7,26000.00,19400.00,3120.00,22880.00,21840.00,160160.00,135800.00,24360.00,0.15
1899,20240516,48,13,26,1,8,0,2,12000.00,8400.00,0.00,12000.00,0.00,24000.00,16800.00,7200.00,0.30
1900,20240516,33,16,32,5,3,0,4,8400.00,3560.00,1008.00,7392.00,4032.00,29568.00,14240.00,15328.00,0.52
1901,20240516,25,19,37,5,7,1,1,26000.00,19400.00,3120.00,22880.00,3120.00,22880.00,19400.00,3480.00,0.15
1902,20240516,48,5,10,1,7,1,2,12000.00,8400.00,0.00,12000.00,0.00,24000.00,16800.00,7200.00,0.30
1903,20240516,24,2,3,1,2,1,1,28600.00,21740.00,0.00,28600.00,0.00,28600.00,21740.00,6860.00,0.24
1904,20240516,12,17,33,1,2,1,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
1905,20240516,2,6,12,1,1,1,3,30000.00,29400.00,0.00,30000.00,0.00,90000.00,88200.00,1800.00,0.02
1906,20240516,24,16,31,1,2,2,4,28600.00,21740.00,0.00,28600.00,0.00,114400.00,86960.00,27440.00,0.24
1907,20240516,39,19,37,8,6,2,3,8400.00,5880.00,1008.00,7392.00,3024.00,22176.00,17640.00,4536.00,0.20
1908,20240516,9,19,38,5,7,2,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
1909,20240516,36,7,13,1,7,2,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
1910,20240516,49,12,24,7,3,2,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
1911,20240516,30,14,28,1,3,2,3,27400.00,20660.00,0.00,27400.00,0.00,82200.00,61980.00,20220.00,0.25
1912,20240516,22,14,28,1,1,3,1,28600.00,28000.00,0.00,28600.00,0.00,28600.00,28000.00,600.00,0.02
1913,20240516,49,18,36,2,2,3,7,12000.00,8400.00,1440.00,10560.00,10080.00,73920.00,58800.00,15120.00,0.20
1914,20240516,36,11,22,1,6,3,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
1915,20240516,46,4,7,1,3,3,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
1916,20240516,36,17,34,1,6,3,4,27400.00,20660.00,0.00,27400.00,0.00,109600.00,82640.00,26960.00,0.25
1917,20240517,1,2,3,4,1,0,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
1918,20240517,9,16,31,6,2,0,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
1919,20240517,7,2,3,3,2,0,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
1920,20240517,31,4,8,2,2,0,7,8400.00,3560.00,1008.00,7392.00,7056.00,51744.00,24920.00,26824.00,0.52
1921,20240517,37,6,11,3,3,0,7,8400.00,5880.00,1008.00,7392.00,7056.00,51744.00,41160.00,10584.00,0.20
1922,20240517,6,6,12,1,2,1,3,30000.00,29400.00,0.00,30000.00,0.00,90000.00,88200.00,1800.00,0.02
1923,20240517,40,8,15,1,3,1,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
1924,20240517,15,16,32,9,1,1,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
1925,20240517,12,5,9,1,2,2,4,42000.00,41400.00,0.00,42000.00,0.00,168000.00,165600.00,2400.00,0.01
1926,20240517,39,5,10,2,8,2,2,8400.00,5880.00,1008.00,7392.00,2016.00,14784.00,11760.00,3024.00,0.20
1927,20240517,20,18,35,1,2,2,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
1928,20240517,20,5,10,1,4,3,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1929,20240517,37,13,26,6,8,3,3,8400.00,5880.00,1008.00,7392.00,3024.00,22176.00,17640.00,4536.00,0.20
1930,20240517,4,7,13,1,2,3,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
1931,20240517,19,4,8,5,1,3,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
1932,20240517,9,19,37,9,5,3,6,30000.00,25000.00,3600.00,26400.00,21600.00,158400.00,150000.00,8400.00,0.05
1933,20240517,34,14,27,1,2,4,1,27400.00,20660.00,0.00,27400.00,0.00,27400.00,20660.00,6740.00,0.25
1934,20240517,16,3,6,1,7,4,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
1935,20240517,35,4,8,3,1,4,3,8400.00,3560.00,1008.00,7392.00,3024.00,22176.00,10680.00,11496.00,0.52
1936,20240517,45,19,37,3,2,4,4,12000.00,8400.00,1440.00,10560.00,5760.00,42240.00,33600.00,8640.00,0.20
1937,20240517,2,6,11,1,2,4,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
1938,20240518,31,4,8,4,3,0,1,8400.00,3560.00,1008.00,7392.00,1008.00,7392.00,3560.00,3832.00,0.52
1939,20240518,15,10,20,5,1,0,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
1940,20240518,38,9,17,1,2,0,2,27400.00,19180.00,0.00,27400.00,0.00,54800.00,38360.00,16440.00,0.30
1941,20240518,23,20,39,8,2,1,7,26000.00,21600.00,3120.00,22880.00,21840.00,160160.00,151200.00,8960.00,0.06
1942,20240518,36,20,40,1,1,1,1,27400.00,20660.00,0.00,27400.00,0.00,27400.00,20660.00,6740.00,0.25
1943,20240518,30,16,32,1,2,1,4,27400.00,20660.00,0.00,27400.00,0.00,109600.00,82640.00,26960.00,0.25
1944,20240518,6,12,24,1,1,2,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
1945,20240518,34,11,21,1,6,2,1,27400.00,20660.00,0.00,27400.00,0.00,27400.00,20660.00,6740.00,0.25
1946,20240519,1,4,7,9,3,0,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
1947,20240519,4,3,6,1,4,0,3,30000.00,29400.00,0.00,30000.00,0.00,90000.00,88200.00,1800.00,0.02
1948,20240519,9,2,4,6,2,0,2,30000.00,25000.00,3600.00,26400.00,7200.00,52800.00,50000.00,2800.00,0.05
1949,20240519,28,14,27,1,3,0,1,28600.00,21740.00,0.00,28600.00,0.00,28600.00,21740.00,6860.00,0.24
1950,20240519,25,4,8,7,3,0,1,26000.00,19400.00,3120.00,22880.00,3120.00,22880.00,19400.00,3480.00,0.15
1951,20240519,1,7,13,4,3,1,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
1952,20240519,31,18,35,7,2,1,4,8400.00,3560.00,1008.00,7392.00,4032.00,29568.00,14240.00,15328.00,0.52
1953,20240519,33,14,28,5,1,1,6,8400.00,3560.00,1008.00,7392.00,6048.00,44352.00,21360.00,22992.00,0.52
1954,20240519,35,15,30,9,6,2,7,8400.00,3560.00,1008.00,7392.00,7056.00,51744.00,24920.00,26824.00,0.52
1955,20240519,12,18,35,1,3,2,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
1956,20240519,16,11,21,1,7,2,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
1957,20240519,13,19,38,9,4,2,1,42000.00,35200.00,5040.00,36960.00,5040.00,36960.00,35200.00,1760.00,0.05
1958,20240519,42,6,12,1,1,2,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1959,20240519,41,19,37,5,8,3,6,12000.00,8400.00,1440.00,10560.00,8640.00,63360.00,50400.00,12960.00,0.20
1960,20240519,28,15,29,1,4,3,1,28600.00,21740.00,0.00,28600.00,0.00,28600.00,21740.00,6860.00,0.24
1961,20240519,47,18,35,7,1,3,4,12000.00,8400.00,1440.00,10560.00,5760.00,42240.00,33600.00,8640.00,0.20
1962,20240519,5,18,35,4,3,3,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
1963,20240519,24,4,7,1,2,4,3,28600.00,21740.00,0.00,28600.00,0.00,85800.00,65220.00,20580.00,0.24
1964,20240519,37,1,1,10,7,4,6,8400.00,5880.00,1008.00,7392.00,6048.00,44352.00,35280.00,9072.00,0.20
1965,20240519,7,2,4,6,2,4,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
1966,20240520,15,14,28,9,1,0,5,42000.00,35200.00,5040.00,36960.00,25200.00,184800.00,176000.00,8800.00,0.05
1967,20240520,1,11,21,7,5,0,7,30000.00,25000.00,3600.00,26400.00,25200.00,184800.00,175000.00,9800.00,0.05
1968,20240520,8,2,3,1,2,0,3,30000.00,29400.00,0.00,30000.00,0.00,90000.00,88200.00,1800.00,0.02
1969,20240520,38,14,28,1,1,0,4,27400.00,19180.00,0.00,27400.00,0.00,109600.00,76720.00,32880.00,0.30
1970,20240520,48,17,33,1,2,0,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1971,20240520,44,3,6,1,6,1,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
1972,20240520,17,7,13,3,7,1,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
1973,20240520,5,18,36,6,2,1,1,30000.00,25000.00,3600.00,26400.00,3600.00,26400.00,25000.00,1400.00,0.05
1974,20240521,41,16,32,7,2,0,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
1975,20240521,35,13,25,8,4,0,3,8400.00,3560.00,1008.00,7392.00,3024.00,22176.00,10680.00,11496.00,0.52
1976,20240521,22,3,6,1,3,0,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
1977,20240521,28,9,17,1,8,0,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
1978,20240521,24,19,38,1,2,0,1,28600.00,21740.00,0.00,28600.00,0.00,28600.00,21740.00,6860.00,0.24
1979,20240521,32,19,38,1,3,1,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
1980,20240521,8,8,16,1,1,1,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
1981,20240521,22,1,1,1,4,1,1,28600.00,28000.00,0.00,28600.00,0.00,28600.00,28000.00,600.00,0.02
1982,20240521,2,15,29,1,5,1,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
1983,20240521,7,15,30,4,6,2,6,30000.00,25000.00,3600.00,26400.00,21600.00,158400.00,150000.00,8400.00,0.05
1984,20240521,31,2,3,9,3,2,4,8400.00,3560.00,1008.00,7392.00,4032.00,29568.00,14240.00,15328.00,0.52
1985,20240521,24,7,13,1,5,2,3,28600.00,21740.00,0.00,28600.00,0.00,85800.00,65220.00,20580.00,0.24
1986,20240521,23,1,2,10,2,3,1,26000.00,21600.00,3120.00,22880.00,3120.00,22880.00,21600.00,1280.00,0.06
1987,20240521,38,15,29,1,2,3,1,27400.00,19180.00,0.00,27400.00,0.00,27400.00,19180.00,8220.00,0.30
1988,20240521,38,16,32,1,3,3,4,27400.00,19180.00,0.00,27400.00,0.00,109600.00,76720.00,32880.00,0.30
1989,20240521,14,14,28,1,3,3,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
1990,20240521,10,11,21,1,8,4,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
